Key,en,es,ar
Icon,Icon,Icono,أيقونة
Edit Security Item,Edit Security Item,Editar elemento de seguridad,تحرير عنصر الأمان
Section item added successfully!,Section item added successfully!,Artículo de sección agregado correctamente!,تم إضافة عنصر القسم بنجاح!
Section item deleted successfully!,Section item deleted successfully!,Sección Artículo eliminado con éxito!,تم حذف عنصر القسم بنجاح!
Section item status updated successfully!,Section item status updated successfully!,Estado del elemento de sección actualizado correctamente!,تم تحديث حالة عنصر القسم بنجاح!
Items not found or invalid!,Items not found or invalid!,¡Artículos no encontrados o inválidos!,العناصر غير موجودة أو غير صالحة!
Add Step,Add Step,Agregar paso,أضف خطوة
Add Item,Add Item,Añadir artículo,اضافة عنصر
Section item updated successfully!,Section item updated successfully!,¡Sección Artículo actualizado con éxito!,تم تحديث عنصر القسم بنجاح!
Link,Link,Enlace,وصلة
Counter Value,Counter Value,Valor del contador,قيمة العداد
Add Statistic,Add Statistic,Agregar estadística,أضف الإحصاء
Social Links,Social Links,vínculos sociales,روابط اجتماعية
Question,Question,Pregunta,سؤال
Answer,Answer,Respuesta,إجابة
Add Service,Add Service,Agregar servicio,أضف الخدمة
Edit Service,Edit Service,Editar servicio,تحرير الخدمة
Add New Faq,Add New Faq,Agregar nuevas preguntas frecuentes,أضف الأسئلة الشائعة الجديدة
Edit Solution,Edit Solution,Solución de edición,تحرير الحل
Web blog Dashboard,Web blog Dashboard,Tablero de blogs web,لوحة معلومات مدونة الويب
Add Category,Add Category,añadir categoría,إضافة فئة
Add New Blog,Add New Blog,Agregar nuevo blog,أضف مدونة جديدة
Total Category,Total Category,Categoría total,إجمالي الفئة
Active Category,Active Category,Categoría activa,فئة نشطة
Active Blogs,Active Blogs,Blogs activos,المدونات النشطة
Deactive Blogs,Deactive Blogs,Blogs desactivos,مدونات إلهي
this blog?,this blog?,este blog?,هذه المدونة؟
this item?,this item?,¿éste ítem?,هذه الماده؟
Edit Item,Edit Item,Elemento de edición,تعديل عنصر
Add FAQ,Add FAQ,Agregar preguntas frecuentes,إضافة الأسئلة الشائعة
Web Blog Section,Web Blog Section,Sección de blogs web,قسم مدونة الويب
New Blog Create,New Blog Create,Nuevo blog crea,مدونة جديدة إنشاء
Add Tags,Add Tags,Agregar etiquetas,اضف اشارة
Blog Edit Page,Blog Edit Page,Página de edición de blog,صفحة تحرير المدونة
Blog Categories,Blog Categories,Categorías de blogs,فئات المدونة
Add Blog Category,Add Blog Category,Añadir categoría de blog,إضافة فئة المدونة
Edit Blog Category,Edit Blog Category,Editar categoría de blog,تحرير فئة المدونة
Category added successfully.,Category added successfully.,Categoría agregada con éxito.,أضافت الفئة بنجاح.
Category status updated successfully!,Category status updated successfully!,Estado de categoría actualizado con éxito!,تحديث حالة الفئة بنجاح!
Blog Category Updated Successfully.,Blog Category Updated Successfully.,Categoría de blog actualizada con éxito.,تم تحديث فئة المدونة بنجاح.
Category successfully deleted.,Category successfully deleted.,Categoría eliminada con éxito.,تم حذف الفئة بنجاح.
Blog deleted successfully!,Blog deleted successfully!,¡Blog eliminado con éxito!,تم حذف المدونة بنجاح!
Blog Data Updated Successfully.,Blog Data Updated Successfully.,Datos de blog actualizados con éxito.,تم تحديث بيانات الفكرة بنجاح.
Blog status updated successfully!,Blog status updated successfully!,Estado del blog actualizado con éxito!,تم تحديث حالة المدونة بنجاح!
Blog created successfully!,Blog created successfully!,Blog creado con éxito!,تم إنشاء المدونة بنجاح!
Select Category,Select Category,selecciona una categoría,اختر الفئة
this category?,this category?,esta categoría?,هذه الفئة؟
Page Name,Page Name,Nombre de la página,اسم الصفحة
Setup Page status updated successfully!,Setup Page status updated successfully!,Estado de la página de configuración actualizado correctamente!,تم تحديث حالة صفحة الإعداد بنجاح!
Instructions,Instructions,Instrucciones,تعليمات
Update Extension,Update Extension,Extensión de actualización,تمديد تحديث
Add Link,Add Link,Añadir enlace,إضافة رابط
Slug,Slug,Babosa,سبيكة
Content,Content,Contenido,محتوى
Use for make page link (URL),Use for make page link (URL),Usar para hacer el enlace de página (URL),استخدم لجعل رابط الصفحة (URL)
Are you sure to delete this link?,Are you sure to delete this link?,¿Seguro que eliminará este enlace?,هل أنت متأكد من حذف هذا الرابط؟
Useful link added successfully!,Useful link added successfully!,Enlace útil agregado con éxito!,رابط مفيد أضيفت بنجاح!
Edit Usefull Link,Edit Usefull Link,Editar enlace útil,تحرير رابط مفيد
Useful link updated successfully!,Useful link updated successfully!,Enlace útil actualizado con éxito!,رابط مفيد تم تحديثه بنجاح!
Useful link deleted successfully!,Useful link deleted successfully!,Enlace útil eliminado con éxito!,رابط مفيد تم حذفه بنجاح!
Useful link status updated successfully!,Useful link status updated successfully!,Estado útil del enlace actualizado correctamente!,تم تحديث حالة الرابط المفيدة بنجاح!
Website Subscribers,Website Subscribers,Suscriptores del sitio web,مشتركي الموقع
Send Mail to All,Send Mail to All,Enviar correo a todos,أرسل البريد إلى الجميع
Send mail to all subscribers,Send mail to all subscribers,Enviar correo a todos los suscriptores,أرسل بريدًا إلى جميع المشتركين
Reply sended successfully!,Reply sended successfully!,Respuesta enviada con éxito!,رد أرسل بنجاح!
Automatic Payment Method,Automatic Payment Method,Método de pago automático,طريقة الدفع التلقائي
Gateway,Gateway,Puerta,بوابة
Supported Currency,Supported Currency,Moneda compatible,العملة المدعومة
Enabled Currency,Enabled Currency,Moneda habilitada,عملة ممكّنة
Gateway Image,Gateway Image,Imagen de puerta de enlace,بوابة صورة
Add Automatic Gateway,Add Automatic Gateway,Agregar puerta de enlace automática,إضافة بوابة تلقائية
Gateway Name,Gateway Name,Nombre de la puerta de enlace,اسم البوابة
Gateway Title,Gateway Title,Título de puerta de enlace,عنوان البوابة
Supported Currencies,Supported Currencies,Monedas compatibles,العملات المدعومة
Genarate Fields,Genarate Fields,Campos de genarato,حقول الجينارات
Value,Value,Valor,قيمة
Update Gateway,Update Gateway,Actualización de la puerta de enlace,تحديث بوابة
Crypto,Crypto,Cripto,تشفير
Gateway Environment,Gateway Environment,Entorno de puerta de enlace,بيئة بوابة
Production,Production,Producción,إنتاج
Sandbox,Sandbox,Salvadera,صندوق الرمل
Crypto Assets,Crypto Assets,Activos criptográficos,أصول التشفير
Global Setting for,Global Setting for,Escenario global para,الإعداد العالمي ل
in bellow,in bellow,a la derecha,في دار العالي
Total Supported Currency,Total Supported Currency,Moneda total compatible,إجمالي العملة المدعومة
Amount Limit,Amount Limit,Límite de cantidad,حد المبلغ
Minimum,Minimum,Mínimo,الحد الأدنى
Maximum,Maximum,Máximo,أقصى
Charge,Charge,Cargar,تكلفة
Fixed,Fixed,Fijado,مُثَبَّت
Percent,Percent,Por ciento,نسبه مئويه
The gateway name has already been taken.,The gateway name has already been taken.,El nombre de la puerta de entrada ya ha sido tomado.,تم بالفعل أخذ اسم البوابة.
Payment gateway added successfully!,Payment gateway added successfully!,¡PAGO GIERTWAY agregado con éxito!,وأضاف بوابة الدفع بنجاح!
Payment gateway status updated successfully!,Payment gateway status updated successfully!,Estado de la pasarela de pago actualizado correctamente!,تم تحديث حالة بوابة الدفع بنجاح!
Image upload failed! Please try again.,Image upload failed! Please try again.,¡Falló la carga de imagen! Inténtalo de nuevo.,فشل تحميل الصورة! حاول مرة اخرى.
Payment gateway updated successfully!,Payment gateway updated successfully!,¡Pase de pasar por la pasarela actualizada con éxito!,تم تحديث بوابة الدفع بنجاح!
Payment gateway deleted successfully!,Payment gateway deleted successfully!,¡Pague pasarela eliminada con éxito!,تم حذف بوابة الدفع بنجاح!
Manual Payment Method,Manual Payment Method,Método de pago manual,طريقة الدفع اليدوي
Currency Code,Currency Code,Código de moneda,رمز العملة
Currency Symbol,Currency Symbol,Símbolo de moneda,رمز العملة
ex: Paypal,ex: Paypal,Ej: PayPal,على سبيل المثال: PayPal
ex: United State Dollar,ex: United State Dollar,Ej: dólar estatal unido,على سبيل المثال: United State Dollar
ex: USD,ex: USD,Ej: USD,على سبيل المثال: USD
ex: $,ex: $,Ej: $,على سبيل المثال: $
Manual Payment Method Edit,Manual Payment Method Edit,Método de pago manual editar,تحرير طريقة الدفع اليدوي
Manual Payment Method Create,Manual Payment Method Create,Método de pago manual Crear,طريقة الدفع اليدوي
Money Out Add,Money Out Add,Dinero fuera agregado,أموال إضافة
Money Out Edit,Money Out Edit,Dinero fuera editar,المال خارج تحرير
Browser Push Notification Configuration,Browser Push Notification Configuration,Configuración de notificación de push del navegador,تكوين إشعار دفع المتصفح
Method,Method,Método,طريقة
Select Method,Select Method,Seleccionar método,حدد الطريقة
Primary key,Primary key,Clave primaria,المفتاح الأساسي
Instance ID,Instance ID,ID de instancia,معرف مثيل
Broadcasting/ Internal Notification Configuration,Broadcasting/ Internal Notification Configuration,Configuración de transmisión/ notificación interna,تكوين الإذاعة/ الإخطار الداخلي
Cluster,Cluster,Grupo,تَجَمَّع
Secret key,Secret key,Llave secreta,المفتاح السري
APP ID,APP ID,ID de aplicación,معرف التطبيق
Body,Body,Cuerpo,جسم
Time,Time,Tiempo,وقت
Latest Notifications,Latest Notifications,Últimas notificaciones,أحدث الإخطارات
Notification Body,Notification Body,Cuerpo de notificación,هيئة الإخطار
Sorry! You have to configure first to send push notification.,Sorry! You have to configure first to send push notification.,¡Lo siento! Debe configurar primero para enviar una notificación push.,آسف! يجب عليك تكوين أولاً لإرسال إشعار الدفع.
Opps! Failed to store information.,Opps! Failed to store information.,¡Opps! No pudo almacenar información.,أوس! فشل في تخزين المعلومات.
Notification sended successfully!,Notification sended successfully!,¡Notificación enviada con éxito!,أرسل الإخطار بنجاح!
Push notification configuration updated successfully!,Push notification configuration updated successfully!,¡Push Notification Configuration actualizada con éxito!,دفع تكوين إشعار تم تحديثه بنجاح!
Policy Link,Policy Link,Enlace de política,رابط السياسة
Cookie information updated successfully!,Cookie information updated successfully!,¡Información de cookies actualizada con éxito!,تم تحديث معلومات ملفات تعريف الارتباط بنجاح!
App Name,App Name,Nombre de la aplicación,اسم التطبيق
App Environment,App Environment,Entorno de aplicaciones,بيئة التطبيق
App Debug,App Debug,Depurar la aplicación,App Debug
App Mode,App Mode,Modo de aplicación,وضع التطبيق
Database Connection,Database Connection,Conexión de base de datos,اتصال قاعدة البيانات
Database Host,Database Host,Host de base de datos,مضيف قاعدة البيانات
Database Port,Database Port,Puerto de base de datos,منفذ قاعدة البيانات
Database Name,Database Name,Nombre de la base de datos,اسم قاعدة البيانات
Database Username,Database Username,Nombre de usuario de la base de datos,قاعدة بيانات قاعدة البيانات
PHP Version,PHP Version,Versión php,إصدار PHP
Laravel Version,Laravel Version,Versión de Laravel,نسخة لارافيل
Server Software,Server Software,Software de servidor,برنامج الخادم
Server IP Address,Server IP Address,Dirección IP del servidor,عنوان IP الخادم
Server Protocol,Server Protocol,Protocolo de servidor,بروتوكول الخادم
Version,Version,Versión,إصدار
"Cache Clear Successfully!","Cache Clear Successfully!","¡Cache, claro con éxito!","ذاكرة التخزين المؤقت واضح بنجاح!"
"Language switch successfully!","Language switch successfully!","¡Cambio de idioma con éxito!","تبديل اللغة بنجاح!"
No new notification found!,No new notification found!,¡No se encontró una nueva notificación!,لم يتم العثور على إشعار جديد!
Password Change,Password Change,Cambio de contraseña,تغيير كلمة السر
Language,Language,Idioma,لغة
English,English,Inglés,إنجليزي
Dark Mode,Dark Mode,Modo oscuro,الوضع المظلم
Light Mode,Light Mode,Modo de luz,وضع الضوء
RTL Support,RTL Support,Soporte RTL,دعم RTL
Categories,Categories,Categorías,فئات
Recent Posts,Recent Posts,Mensajes recientes,المشاركات الاخيرة
Category,Category,Categoría,فئة
Select Language,Select Language,Seleccione el idioma,اختار اللغة
"Language File (.xlsx, .csv)","Language File (.xlsx, .csv)","Archivo de idioma (.xlsx, .csv)",ملف اللغة (.xlsx ، .csv)
Mail From Address,Mail From Address,Correo desde la dirección,البريد من العنوان
Min Sidebar Color,Min Sidebar Color,Min Color de la barra lateral,لون الشريط الجانبي
Sidebar Color,Sidebar Color,Color de la barra lateral,لون الشريط الجانبي
Topbar Color,Topbar Color,Color topbar,لون الشريط
Layout Mode,Layout Mode,Modo de diseño,وضع التصميم
Total Buy Crypto Transactions,Total Buy Crypto Transactions,Total de compra de transacciones criptográficas,إجمالي شراء معاملات التشفير
Convert Amount,Convert Amount,Convierta la cantidad,تحويل المبلغ
You cannot exchange crypto using the same wallet,You cannot exchange crypto using the same wallet,No puedes intercambiar cripto usando la misma billetera,لا يمكنك تبادل التشفير باستخدام نفس المحفظة
Basic Settings Data Fetch Successfully.,Basic Settings Data Fetch Successfully.,Configuración básica Los datos obtienen éxito.,إعدادات الإعدادات الأساسية جلب بنجاح.
Language data fetch successfully!,Language data fetch successfully!,¡Los datos del idioma obtienen con éxito!,جلب بيانات اللغة بنجاح!
Notification Data Fetch Successfuly.,Notification Data Fetch Successfuly.,Los datos de notificación obtienen éxito.,بيانات الإخطار جلبت ناجحة.
Country List Fetch Successfully!,Country List Fetch Successfully!,"¡Lista de país, obtenga con éxito!",القائمة الريفية جلب بنجاح!
Active Ticket,Active Ticket,Boleto activo,تذكرة نشطة
Solved Ticket,Solved Ticket,Boleto resuelto,تذكرة حل
Pending Ticket,Pending Ticket,Boleto pendiente,تذكرة معلقة
All Ticket,All Ticket,Todo el boleto,كل التذاكر
Outside Address already exists in selected currency and network!,Outside Address already exists in selected currency and network!,¡Ya existe una dirección exterior en moneda y red seleccionadas!,يوجد بالفعل العنوان الخارجي في العملة والشبكة المختارة!
Outside Public Address already exists!,Outside Public Address already exists!,¡Ya existe una dirección pública fuera!,عنوان عام خارج موجود بالفعل!
Min Amount,Min Amount,Mínimo,مبلغ دقيقة
Max Amount,Max Amount,Cantidad máxima,كمية كحد أقصى
Limit,Limit,Límite,حد
Transactions Overview,Transactions Overview,Descripción general de las transacciones,نظرة عامة على المعاملات
Available Balance,Available Balance,Saldo disponible,الرصيد المتوفر
Confirm Payment,Confirm Payment,Confirmar pago,تأكيد الدفع
Canceled,Canceled,Cancelado,ألغيت
Reject,Reject,Rechazar,يرفض
Delayed,Delayed,Demorado,تأخير
appLAppName,Adcrypto,Adcrypto,adcrypto
appLAppVersion,1.0.0,1.0.0,1.0.0
appLBuyCrypto,Buy Crypto,Comprar cripto,شراء التشفير
appLSellCrypto,Sell Crypto,Vender cripto,بيع التشفير
appLWithdrawCrypto,Withdraw Crypto,Retirar cripto,سحب التشفير
appLExchangeCrypto,Exchange Crypto,Intercambiar cripto,تبادل التشفير
appLInsideWallet,Inside Wallet,Billetera interior,داخل المحفظة
appLOutsideWallet,Outside Wallet,Billetera exterior,محفظة خارجية
appLSelectNetwork,Select Network,Seleccione la red,اختر شبكة
appLSelectCoin,Select Coin,Seleccionar moneda,حدد عملة
appLSelectPaymentMethod,Select Payment Method,Seleccionar método de pago,اختار طريقة الدفع
appLPaymentMethod,Payment Method,Método de pago,طريقة الدفع او السداد
appLEnterAmount,Enter Amount,Ingresar la cantidad,أدخل المبلغ
appLUSDT,USDT,USDT,USDT
appLMinAmount,Min Amount:,Minto Men:,كمية دقيقة:
appLMaxAmount,Max Amount:,Cantidad máxima:,الحد الأقصى المبلغ:
appLRate,Rate:,Tasa:,معدل:
appLContinueBtn,Continue,Continuar,يكمل
appLCryptoAddress,Crypto Address,Dirección criptográfica,عنوان التشفير
appLEnterOrPasteAddress,Enter Or Paste Address,Ingrese o pegue la dirección,أدخل أو لصق العنوان
appLPreview,Preview,Avance,معاينة
appLEnteredAmount,Entered Amount,Cantidad ingresada,تم إدخال المبلغ
appLWalletType,Wallet Type,Tipo de billetera,نوع المحفظة
appLNetwork,Network,Red,شبكة
appLCoin,Coin,Moneda,عملة
appLPaymentGateway,Payment Gateway,Pasarela,بوابة الدفع
appLWalletAddress,Wallet Address,Dirección de la billetera,عنوان محفظة
appLPaymentProofSummary,Payment Proof Summary,Resumen de la prueba de pago,ملخص دليل الدفع
appLTrx,TRX,TRX,TRX
appLScreenShot,Screenshot,Captura de pantalla,لقطة شاشة
appLFromCryptoAddress,From Crypto Address,De la dirección criptográfica,من عنوان التشفير
appLReceivingMethodSummary,Receiving Method Summary,Recibiendo resumen del método,استلام ملخص طريقة
appLBankName,Bank Name,Nombre del banco,اسم البنك
appLBankBranch,Bank Branch,Sucursal bancaria,فرع بنك
appLSelectReceivingMethod,Select Receiving Method,Seleccione el método de recepción,حدد طريقة الاستلام
appLReceivingMethod,Receiving Method,Método de recepción,استلام طريقة
appLMax,Max,Máximo,الأعلى
appLPaymentProof,Payment Proof,Prueba de pago,دليل الدفع
appLEnterHere,Enter Here,Entre aquí,أدخل هنا
appLReceivingMethodInformation,Receiving Method Information,Recibir información sobre el método,استلام معلومات طريقة
appLBankAccNumber,Bank Account Number,Número de cuenta bancaria,رقم الحساب المصرفي
appLBranch,Branch,Rama,فرع
appLWithdrawCryptoExchangeRate,1 USD = 0.00001 USDT,1 USD = 0.00001 USDT,1 دولار أمريكي = 0.00001 USDT
appLLimit,Limit:,Límite:,حد:
appLNetworkCharge,Network Charge:,Cargo de red:,رسوم الشبكة:
appLNetworkFees,Network Fees:,Tarifas de red:,رسوم الشبكة:
appLBuyCryptoNetworkCharge,0.57 USDT,0.57 USDT,0.57 USDT
appLNetworkChargeText,Network Charge,Cargo de red,رسوم الشبكة
appLExchangeCryptoExchangeRate,1 ETH = 0.00001 BTC,1 eth = 0.00001 BTC,1 ETH = 0.00001 BTC
appLExchangeFrom,Exchange From,Intercambiar desde,تبادل من
appLExchangeTo,Exchange To,Intercambiar,تبادل ل
appLUploadImage,upload Image,cargar imagen,تحميل الصور
appLFromWallet,From Wallet,De la billetera,من محفظة
appLToWallet,To Wallet,A la billetera,إلى محفظة
appLBuyCryptoCongratulationSubtitle,Your crypto has been successfully purchased. Thanks for using AdCrypto.,Su criptografía ha sido comprada con éxito. Gracias por usar Adcrypto.,تم شراء التشفير الخاص بك بنجاح. شكرا لاستخدام adcrypto.
appLWithdrawCryptoCongratulationSubtitle,Your crypto has been successfully withdraw. Thanks for using AdCrypto.,Su criptografía se ha retirado con éxito. Gracias por usar Adcrypto.,لقد تم سحب التشفير الخاص بك بنجاح. شكرا لاستخدام adcrypto.
appLExchangeCryptoCongratulationSubtitle,Your crypto has been successfully exchange. Thanks for using AdCrypto.,Tu criptografía ha sido intercambiado con éxito. Gracias por usar Adcrypto.,لقد تم تبادل التشفير الخاص بك بنجاح. شكرا لاستخدام adcrypto.
appLPleaseFillOutTheField,Please Fill Out The Field,Por favor complete el campo,يرجى ملء الحقل
appLPleaseAcceptTermsAndConditions,Please Accept Terms And Conditions,Acepte términos y condiciones,يرجى قبول الشروط والأحكام
appLSignIn,Sign In,Iniciar sesión,تسجيل الدخول
appLSignUp,Sign Up,Inscribirse,اشتراك
appLUserNameOrEmailAddress,Username Or Email Address,Nombre de usuario o dirección de correo electrónico,اسم المستخدم أو البريد الالكتروني
appLPassword,Password,Contraseña,كلمة المرور
appLForgetPassword,Forget Password,Contraseña olvidada,ننسى كلمة المرور
appLGetStarted,Get Started,Empezar,البدء
appLEmailAddress,Email Address,Dirección de correo electrónico,عنوان البريد الإلكتروني
appLEnterTheOTPCodeSendTo,Enter The OTP Code Sent to,Ingrese el código OTP enviado a,أدخل رمز OTP المرسلة إلى
appLVerifiedCode,Verified Code,Código verificado,رمز التحقق
appLSubmit,Submit,Entregar,يُقدِّم
appLOTPVerification,OTP Verification,Verificación OTP,التحقق من OTP
appLEmailVerification,Email Verification,verificacion de email,تأكيد بواسطة البريد الالكتروني
appLResend,Resend,Revender,إعادة إرسال
appLResendCode,Resend Code,Reenviar codigo,أعد إرسال الرمز
appLNewPassword,New Password,Nueva contraseña,كلمة المرور الجديدة
appLConfirmPassword,Confirm Password,confirmar Contraseña,تأكيد كلمة المرور
appLEnter,Enter,Ingresar,يدخل
appLResetPassword,Reset Password,Restablecer la contraseña,إعادة تعيين كلمة المرور
appLCongratulation,Congratulations,Felicidades,تهانينا
appLCreateAccount,Create Account,Crear una cuenta,إنشاء حساب
appLFirstName,First Name,Nombre de pila,الاسم الأول
appLLastName,Last Name,Apellido,اسم العائلة
appLOkay,Okay,Bueno,تمام
appLTransfer,TRANSFER,TRANSFERIR,تحويل
appLHome,HOME,HOGAR,بيت
appLProfile,PROFILE,PERFIL,حساب تعريفي
appLAddMoney,Add Money,Agregar dinero,إضافة المال
appLMoneyOut,Money Out,Apagarse,لم يبقى اي من المال
appLExchange,Exchange,Intercambio,تبادل
appLRequest,Request,Pedido,طلب
appLRecentTransaction,Recent Transaction,Transacción reciente,المعاملة الأخيرة
appLNotification,Notification,Notificación,إشعار
appLMyInvoice,My Invoice,Mi factura,فاتورتي
appLMyVoucher,My Voucher,Mi cupón,قسيم
appLTransactionLog,Transaction Log,Registro de transacciones,سجل المعاملات
appLTwoFASecurity,2FA Security,2FA SEGURIDAD,2FA الأمن
appLChangePassword,Change Password,Cambiar la contraseña,تغيير كلمة المرور
appLAmount,Amount,Cantidad,كمية
appLPreviewScreen,Preview Screen,Pantalla previa,شاشة المعاينة
appLExchangeRate,Exchange Rate,Tipo de cambio,سعر الصرف
appLBuyCryptoExchangeRate,1.00 USD - 1.000K USDT,1.00 USD - 1.000k USDT,1.00 دولار أمريكي - 1.000K USDT
appLTotalFeesAndCharges,Total Fees & Charges,Tarifas y cargos totales,إجمالي الرسوم والرسوم
appLWillGet,Will Get,Obtendrá,سوف تحصل
appLTotalPayableAmount,Total Payable Amount,Monto total por pagar,إجمالي المبلغ المستحق
appLConfirm,Confirm,Confirmar,يتأكد
appLValidUser,Valid Address for transaction.,Dirección válida para la transacción.,عنوان صالح للمعاملة.
appLInvalidUser,Wallet Address doesnt exists.,La dirección de la billetera no existe.,عنوان المحفظة لا يوجد.
appLMoneyExchange,Money Exchange,Cambio de dinero,حوالة نقدية
appLFrom,From,De,من
appLTo,To,A,ل
appLRequestMoney,Request Money,Pedir dinero,طلب المال
appLRemarks,Remarks,Observaciones,ملاحظات
appLOptional,Optional,Opcional,خياري
appLShareRequestMoney,Share Request Money,Solicitar dinero para compartir dinero,مشاركة طلب المال
appLShare,Share,Compartir,يشارك
appLMoneyTransfer,Money Transfer,Transferencia de dinero,تحويل المال
appLAvailableBalance,Available Balance,Saldo disponible,الرصيد المتوفر
appLReceiver,Receiver,Receptor,المتلقي
appLProfileLabel,Profile,Perfil,حساب تعريفي
appLFullName,Full Name,Nombre completo,الاسم الكامل
appLCountry,Country,País,دولة
appLMobileNumber,Mobile Number,Número de teléfono móvil,رقم الهاتف المحمول
appLState,State,Estado,ولاية
appLCity,City,Ciudad,مدينة
appLZipCode,Zip Code,Código postal,الرمز البريدي
appLAddress,Address,DIRECCIÓN,عنوان
appLUpdate,Update,Actualizar,تحديث
appLPaid,Paid,Pagado,مدفوع
appLSent,Sent,Enviado,مرسل
appLUnPaid,UnPaid,No pagado,غير مدفوع الأجر
appLInvoiceNumber,Invoice Number,Número de factura,رقم الفاتورة
appLInvoiceDate,Invoice Date,Fecha de la factura,تاريخ الفاتورة
appLCurrency,Currency,Divisa,عملة
appLPickGoods,Pick Goods,Seleccionar artículos,اختر البضائع
appLTrickGoods,Trick Goods,Artículos de truco,خدعة البضائع
appLTotalBill,Total Bill,Cuenta total,إجمالي الفاتورة
appLCreateInvoice,Create Invoice,Crear factura,إنشاء فاتورة
appLInvoiceTo,Invoice To,Factura,فاتورة إلى
appLBillingAddress,Billing Address,Dirección de Envio,عنوان وصول الفواتير
appLNotes,Notes,Notas,ملحوظات
appLItemDetails,Item Details,detalles del artículo,تفاصيل العنصر
appLClientName,Client Name,nombre del cliente,اسم العميل
appLAddNew,Add New,Agregar nuevo,اضف جديد
appLItemName,Item Name,Nombre del árticulo,اسم العنصر
appLVoucher,Voucher,Vale,فاتورة
appLRedeem,Redeem,Canjear,يسترد
appLUsed,Used,Usado,مستخدم
appLNotUsed,Not Used,No utilizado,غير مستعمل
appLName,Name,Nombre,اسم
appLEmail,Email,Correo electrónico,بريد إلكتروني
appLPhone,Phone,Teléfono,هاتف
appLFeesAndCharge,Fees & Charge,Tarifas y cargo,الرسوم والشحن
appLStatus,Status,Estado,حالة
appLCode,Code,Código,شفرة
appLCreateVoucher,Create Voucher,Crear cupón,إنشاء قسيمة
appLConfirmRedeem,Confirm Redeem,Confirmar redimir,تأكيد الاسترداد
appLRedeemCode,Redeem Code,Canjear código,استرداد رمز
appLAddMoneyLog,Add Money Log,Agregar registro de dinero,أضف سجل الأموال
appLMoneyOutLog,Money Out Log,Money Out Log,سجل الأموال
appLRequestLog,Request Log,Registro de solicitud,طلب سجل
appLEnable2faSecurity,Enable 2FA Security,Habilitar la seguridad de 2FA,تمكين 2FA الأمن
appLSendVerificationCode,Send Verification Code,Envíe el código de verificación,إرسال رمز التحقق
appLOldPassword,Old Password,Contraseña anterior,كلمة المرور القديمة
appLIndividual,Individual,Individual,فردي
appLBusiness,Business,Negocio,عمل
appLMiddleName,Middle Name,Segundo nombre,الاسم الأوسط
appLUserName,Username,Nombre de usuario,اسم المستخدم
appLPostalCode,Postal Code,Código Postal,رمز بريدي
appLCompanyName,Company Name,nombre de empresa,اسم الشركة
appLGender,Gender,Género,جنس
appLDateOfBirth,Date of Birth,Fecha de nacimiento,تاريخ الميلاد
appLNationality,Nationality,Nacionalidad,جنسية
appLMyReceipt,My Receipt,Mi recibo,إيصالي
appLTotalExchangedAmount,Total Exchanged Amount,Cantidad total intercambiada,إجمالي المبلغ المتبادل
appLConvertedAmount,Converted Amount,Cantidad convertida,المبلغ المحول
appLRequestedAmount,Requested Amount,Monto requerido,الكمية المطلوبة
appLEnterOldPassword,Enter Old Password,Ingrese la contraseña antigua,أدخل كلمة المرور القديمة
appLOnboardTitleOne,Make Your,Haz tu,اصنع لك
appLOnboardTitleTwo,Crypto,Cripto,تشفير
appLOnboardTitleThree,Transaction,Transacción,عملية
appLOnboardSubTitle,Buy and Sales 100+ Cryptocurrencies with 20+ flat currencies market using bank transfers or your credit/debit card in your exchange type bitcoin established token area.,Compra y ventas más de 100 criptomonedas con más de 20 más de 20 monedas planas.,شراء ومبيعات 100 عملات Cryptocurrency مع 20+ سوق العملات المسطحة باستخدام التحويلات المصرفية أو بطاقة الائتمان/الخصم الخاص بك في منطقة رمز البيتكوين نوع التبادل الخاص بك.
appLSwipeToGetStarted,Swipe to Get Started,Deslice para comenzar,انتقد للبدء
appLSignInSubtitle,Please input your email and password and Sign In to your account to get access to your dashboard.,Ingrese su correo electrónico y contraseña e inicie sesión en su cuenta para obtener acceso a su tablero.,يرجى إدخال بريدك الإلكتروني وكلمة المرور وتسجيل الدخول إلى حسابك للوصول إلى لوحة القيادة الخاصة بك.
appLEnterEmailAddress,Enter Email Address,Introducir la dirección de correo electrónico,أدخل عنوان البريد الالكتروني
appLEnterPassword,Enter Password,Introducir la contraseña,أدخل كلمة المرور
appLForgotPassword,Forgot Password?,¿Has olvidado tu contraseña?,هل نسيت كلمة السر؟
appLEnterYourEmailToResetPassword,Please enter your registered email address for reset your password.,Ingrese su dirección de correo electrónico registrada para restablecer su contraseña.,الرجاء إدخال عنوان بريدك الإلكتروني المسجل لإعادة تعيين كلمة المرور الخاصة بك.
appLForgotPasswordSecondary,Forgot Password,Has olvidado tu contraseña,هل نسيت كلمة السر
appLDoNotHaveAnAccount,Don’t have an account?,¿No tienes una cuenta?,ليس لديك حساب؟
appLEnterVerificationCodeTextOne,Enter the otp verification code. Which one did we send to,Ingrese el código de verificación OTP. A cuál enviamos,أدخل رمز التحقق من OTP. أي واحد أرسلنا إليه
appLEnterVerificationCodeTextTwo,to reset your account.,Para restablecer su cuenta.,لإعادة ضبط حسابك.
appLDidNotGetCode,Did not get any OTP code?,¿No obtuvo ningún código OTP?,لم تحصل على أي رمز OTP؟
